,ID,author,year,title,keywords,journal,eprint,doi,adsurl
2449,Man2019A&A...624A..81M,"Man, Allison W.~S. and Lehnert, Matthew D. and Vernet, Jo\""el D.~R. and De Breuck, Carlos and Falkendal, Theresa",2019,Quenching by gas compression and consumption. A case study of a massive radio galaxy at z = 2.57,Coevolution,A\&A,1902.08622,10.1051/0004-6361/201834542,https://ui.adsabs.harvard.edu/abs/2019A&A...624A..81M
2450,Marconi2003ApJ...589L..21M,"Marconi, Alessandro and Hunt, Leslie K.",2003,"The Relation between Black Hole Mass, Bulge Mass, and Near-Infrared Luminosity","Bristol-current-topics-coevolu, Coevolution",ApJ,astro-ph/0304274,10.1086/375804,https://ui.adsabs.harvard.edu/abs/2003ApJ...589L..21M
2451,Marsden2020FrP.....8...61M,"Marsden, Christopher and Shankar, Francesco and Ginolfi, Mitchele and Zubovas, Kastytis",2020,The case for the fundamental M-sigma,"AGN, Black-Holes, Coevolution",Frontiers in Physics,2004.00098,10.3389/fphy.2020.00061,https://ui.adsabs.harvard.edu/abs/2020FrP.....8...61M
2452,Martin-Navarro2020MNRAS.491.1311M,"Mart\'\in-Navarro, Ignacio and Burchett, Joseph N. and Mezcua, Mar",2020,Black hole feedback and the evolution of massive early-type galaxies,Coevolution,MNRAS,1910.12870,10.1093/mnras/stz3073,https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.1311M
2453,McAlpine2020MNRAS.494.5713M,"McAlpine, Stuart and Harrison, Chris M. and Rosario, David J. and Alexander, David M. and Ellison, Sara L. and Johansson, Peter H. and Patton, David R.",2020,Galaxy mergers in EAGLE do not induce a significant amount of black hole growth yet do increase the rate of luminous AGN,"AGN, Coevolution",MNRAS,2002.00959,10.1093/mnras/staa1123,https://ui.adsabs.harvard.edu/abs/2020MNRAS.494.5713M
2454,McConnachie2012AJ....144....4M,"McConnachie, Alan W.",2012,The Observed Properties of Dwarf Galaxies in and around the Local Group,Coevolution,AJ,1204.1562,10.1088/0004-6256/144/1/4,https://ui.adsabs.harvard.edu/abs/2012AJ....144....4M
2455,McConnell2013ApJ...764..184M,"McConnell, Nicholas J. and Ma, Chung-Pei",2013,Revisiting the Scaling Relations of Black Hole Masses and Host Galaxy Properties,Coevolution,ApJ,1211.2816,10.1088/0004-637X/764/2/184,https://ui.adsabs.harvard.edu/abs/2013ApJ...764..184M
2456,Merloni2010ApJ...708..137M,"Merloni, A. and Bongiorno, A. and Bolzonella, M. and Brusa, M. and Civano, F. and Comastri, A. and Elvis, M. and Fiore, F. and Gilli, R. and Hao, H. and Jahnke, K. and Koekemoer, A.~M. and Lusso, E. and Mainieri, V. and Mignoli, M. and Miyaji, T. and Renzini, A. and Salvato, M. and Silverman, J. and Trump, J. and Vignali, C. and Zamorani, G. and Capak, P. and Lilly, S.~J. and Sanders, D. and Taniguchi, Y. and Bardelli, S. and Carollo, C.~M. and Caputi, K. and Contini, T. and Coppa, G. and Cucciati, O. and de la Torre, S. and de Ravel, L. and Franzetti, P. and Garilli, B. and Hasinger, G. and Impey, C. and Iovino, A. and Iwasawa, K. and Kampczyk, P. and Kneib, J. -P. and Knobel, C. and Kova\vc, K. and Lamareille, F. and Le Borgne, J. -F. and Le Brun, V. and Le F\`evre, O. and Maier, C. and Pello, R. and Peng, Y. and Perez Montero, E. and Ricciardelli, E. and Scodeggio, M. and Tanaka, M. and Tasca, L.~A.~M. and Tresse, L. and Vergani, D. and Zucca, E.",2010,On the Cosmic Evolution of the Scaling Relations Between Black Holes and Their Host Galaxies: Broad-Line Active Galactic Nuclei in the zCOSMOS Survey,"Bristol-current-topics-coevolu, Coevolution",ApJ,0910.4970,10.1088/0004-637X/708/1/137,https://ui.adsabs.harvard.edu/abs/2010ApJ...708..137M
2457,Merloni2003MNRAS.345.1057M,"Merloni, Andrea and Heinz, Sebastian and di Matteo, Tiziana",2003,A Fundamental Plane of black hole activity,Coevolution,MNRAS,astro-ph/0305261,10.1046/j.1365-2966.2003.07017.x,https://ui.adsabs.harvard.edu/abs/2003MNRAS.345.1057M
2458,Mezcua2019MNRAS.488..685M,"Mezcua, M. and Suh, H. and Civano, F.",2019,Radio jets from AGNs in dwarf galaxies in the COSMOS survey: mechanical feedback out to redshift \ensuremath\sim3.4,Coevolution,MNRAS,1906.10713,10.1093/mnras/stz1760,https://ui.adsabs.harvard.edu/abs/2019MNRAS.488..685M
2459,Miller2020MNRAS.499.1522M,"Miller, Timothy R. and Arav, Nahum and Xu, Xinfeng and Kriss, Gerard A.",2020,The contribution of quasar absorption outflows to AGN feedback,"outflows, Coevolution",MNRAS,2009.11851,10.1093/mnras/staa2981,https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.1522M
2460,Milosavljevic2001ApJ...563...34M,"Milosavljevi\'c, Milo\vs and Merritt, David",2001,Formation of Galactic Nuclei,Coevolution,ApJ,astro-ph/0103350,10.1086/323830,https://ui.adsabs.harvard.edu/abs/2001ApJ...563...34M
2461,Mountrichas2022arXiv220501451M,"Mountrichas, G. and Buat, V. and Yang, G. and Boquien, M. and Burgarella, D. and Ciesla, L. and Malek, K. and Shirley, R.",2022,Comparison of the star formation of X-ray selected active galactic nuclei in eFEDS with star-forming galaxies,"classification, AGN, Coevolution",arXiv e-prints,2205.01451,,https://ui.adsabs.harvard.edu/abs/2022arXiv220501451M
2462,Mountrichas2021A&A...653A..74M,"Mountrichas, G. and Buat, V. and Yang, G. and Boquien, M. and Burgarella, D. and Ciesla, L. and Malek, K. and Shirley, R.",2021,The role of AGN and obscuration in the position of the host galaxy relative to the main sequence,"AGN, Coevolution",A\&A,2106.10678,10.1051/0004-6361/202140630,https://ui.adsabs.harvard.edu/abs/2021A&A...653A..74M
2463,Mountrichas2022A&A...661A.108M,"Mountrichas, G. and Masoura, V.~A. and Xilouris, E.~M. and Georgantopoulos, I. and Buat, V. and Paspaliaris, E. -D.",2022,Star formation of X-ray AGN in COSMOS: The role of AGN activity and galaxy stellar mass,"AGN, Coevolution",A\&A,2203.04949,10.1051/0004-6361/202142792,https://ui.adsabs.harvard.edu/abs/2022A&A...661A.108M
2464,Mukae2020ApJ...903...24M,"Mukae, Shiro and Ouchi, Masami and Hill, Gary J. and Gebhardt, Karl and Cooper, Erin Mentuch and Jeong, Donghui and Saito, Shun and Fabricius, Maximilian and Gawiser, Eric and Ciardullo, Robin and Farrow, Daniel and Davis, Dustin and Zeimann, Greg and Finkelstein, Steven L. and Gronwall, Caryl and Liu, Chenxu and Zhang, Yechi and Byrohl, Chris and Ono, Yoshiaki and Schneider, Donald P. and Jarvis, Matt J. and Casey, Caitlin M. and Mawatari, Ken",2020,Cosmological 3D H I Gas Map with HETDEX Ly\ensuremath\alpha Emitters and eBOSS QSOs at z = 2: IGM-Galaxy/QSO Connection and a \ensuremath\sim40 Mpc Scale Giant H II Bubble Candidate,"AGN, data, Coevolution",ApJ,2009.07285,10.3847/1538-4357/abb81b,https://ui.adsabs.harvard.edu/abs/2020ApJ...903...24M
2465,Murray2005ApJ...618..569M,"Murray, Norman and Quataert, Eliot and Thompson, Todd A.",2005,On the Maximum Luminosity of Galaxies and Their Central Black Holes: Feedback from Momentum-driven Winds,Coevolution,ApJ,astro-ph/0406070,10.1086/426067,https://ui.adsabs.harvard.edu/abs/2005ApJ...618..569M
2466,Neeleman2021ApJ...911..141N,"Neeleman, Marcel and Novak, Mladen and Venemans, Bram P. and Walter, Fabian and Decarli, Roberto and Kaasinen, Melanie and Schindler, Jan-Torge and Ba\~nados, Eduardo and Carilli, Chris L. and Drake, Alyssa B. and Fan, Xiaohui and Rix, Hans-Walter",2021,The Kinematics of z \ensuremath\gtrsim 6 Quasar Host Galaxies,Coevolution,ApJ,2102.05679,10.3847/1538-4357/abe70f,https://ui.adsabs.harvard.edu/abs/2021ApJ...911..141N
2467,Ni2021MNRAS.500.4989N,"Ni, Q. and Brandt, W.~N. and Yang, G. and Leja, J. and Chen, C. -T.~J. and Luo, B. and Matharu, J. and Sun, M. and Vito, F. and Xue, Y.~Q. and Zhang, K.",2021,Revealing the relation between black hole growth and host-galaxy compactness among star-forming galaxies,Coevolution,MNRAS,2007.04987,10.1093/mnras/staa3514,https://ui.adsabs.harvard.edu/abs/2021MNRAS.500.4989N
2468,Nolting2019ApJ...876..154N,"Nolting, Chris and Jones, T.~W. and O'Neill, Brian J. and Mendygral, P.~J.",2019,Interactions between Radio Galaxies and Cluster Shocks. I. Jet Axes Aligned with Shock Normals,Coevolution,ApJ,1904.05943,10.3847/1538-4357/ab16d6,https://ui.adsabs.harvard.edu/abs/2019ApJ...876..154N
2469,Ostriker2010ApJ...722..642O,"Ostriker, Jeremiah P. and Choi, Ena and Ciotti, Luca and Novak, Gregory S. and Proga, Daniel",2010,Momentum Driving: Which Physical Processes Dominate Active Galactic Nucleus Feedback?,"outflows, AGN, Coevolution",ApJ,1004.2923,10.1088/0004-637X/722/1/642,https://ui.adsabs.harvard.edu/abs/2010ApJ...722..642O
2470,Pan2020ApJ...901..163P,"Pan, Zhen and Yang, Huan",2020,Probing the Growth of Massive Black Holes with Black Hole-Host Galaxy Spin Correlations,Coevolution,ApJ,2007.03783,10.3847/1538-4357/abb1b1,https://ui.adsabs.harvard.edu/abs/2020ApJ...901..163P
2471,Peng2010AJ....139.2097P,"Peng, Chien Y. and Ho, Luis C. and Impey, Chris D. and Rix, Hans-Walter",2010,Detailed Decomposition of Galaxy Images. II. Beyond Axisymmetric Models,Coevolution,AJ,0912.0731,10.1088/0004-6256/139/6/2097,https://ui.adsabs.harvard.edu/abs/2010AJ....139.2097P
2472,Peng2002AJ....124..266P,"Peng, Chien Y. and Ho, Luis C. and Impey, Chris D. and Rix, Hans-Walter",2002,Detailed Structural Decomposition of Galaxy Images,Coevolution,AJ,astro-ph/0204182,10.1086/340952,https://ui.adsabs.harvard.edu/abs/2002AJ....124..266P
2473,Penny2018MNRAS.476..979P,"Penny, Samantha J. and Masters, Karen L. and Smethurst, Rebecca and Nichol, Robert C. and Krawczyk, Coleman M. and Bizyaev, Dmitry and Greene, Olivia and Liu, Charles and Marinelli, Mariarosa and Rembold, Sandro B. and Riffel, Rogemar A. and Ilha, Gabriele da Silva and Wylezalek, Dominika and Andrews, Brett H. and Bundy, Kevin and Drory, Niv and Oravetz, Daniel and Pan, Kaike",2018,SDSS-IV MaNGA: evidence of the importance of AGN feedback in low-mass galaxies,Coevolution,MNRAS,1710.07568,10.1093/mnras/sty202,https://ui.adsabs.harvard.edu/abs/2018MNRAS.476..979P
2474,Persic1996MNRAS.281...27P,"Persic, Massimo and Salucci, Paolo and Stel, Fulvio",1996,The universal rotation curve of spiral galaxies \textemdash I. The dark matter connection,Coevolution,MNRAS,astro-ph/9506004,10.1093/mnras/278.1.27,https://ui.adsabs.harvard.edu/abs/1996MNRAS.281...27P
2475,Piotrovich2022arXiv220510623P,"Piotrovich, M. Yu. and Buliga, S.~D. and Natsvlishvili, T.~M.",2022,Determination of supermassive black hole spins in local active galactic nuclei,"AGN, Black-Holes, Coevolution",arXiv e-prints,2205.10623,,https://ui.adsabs.harvard.edu/abs/2022arXiv220510623P
2476,Piotrowska2022MNRAS.512.1052P,"Piotrowska, Joanna M. and Bluck, Asa F.~L. and Maiolino, Roberto and Peng, Yingjie",2022,On the quenching of star formation in observed and simulated central galaxies: evidence for the role of integrated AGN feedback,Coevolution,MNRAS,2112.07672,10.1093/mnras/stab3673,https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.1052P
2477,Pope2019BAAS...51c.330P,"Pope, Alexandra and Armus, Lee and Murphy, Eric and Aalto, Susanne and Alexander, David and Appleton, Philip and Barger, Amy and Bradford, Matt and Capak, Peter and Casey, Caitlin and Charmandaris, Vassilis and Chary, Ranga and Cooray, Asantha and Condon, Jim and Diaz Santos, Tanio and Dickinson, Mark and Farrah, Duncan and Ferkinhoff, Carl and Grogin, Norman and Hickox, Ryan and Kirkpatrick, Allison and Kotaro, Kohno and Matthews, Allison and Narayanan, Desika and Riechers, Dominik and Sajina, Anna and Sargent, Mark and Scott, Douglas and Smith, J.~D. and Stacey, Gordon and Veilleux, Sylvain and Vieira, Joaquin",2019,Simultaneous Measurements of Star Formation and Supermassive Black Hole Growth in Galaxies,Coevolution,BAAS,1903.05110,,https://ui.adsabs.harvard.edu/abs/2019BAAS...51c.330P
2478,Prasad2020ApJ...905...50P,"Prasad, Deovrat and Voit, G. Mark and O'Shea, Brian W. and Glines, Forrest",2020,Environmental Dependence of Self-regulating Black Hole Feedback in Massive Galaxies,Coevolution,ApJ,2006.10809,10.3847/1538-4357/abc33c,https://ui.adsabs.harvard.edu/abs/2020ApJ...905...50P
2479,Prokhorenko2021AstL...47..515P,"Prokhorenko, S.~A. and Sazonov, S. Yu.",2021,The Growth Rate of Supermassive Black Holes and Its Dependence on the Stellar Mass of Galaxies at the Present Epoch,Coevolution,Astronomy Letters,2111.07422,10.1134/S106377372108003X,https://ui.adsabs.harvard.edu/abs/2021AstL...47..515P
2480,Ramasawmy2019MNRAS.486.4320R,"Ramasawmy, Joanna and Stevens, Jason and Martin, Garreth and Geach, James E.",2019,A flat trend of star formation rate with X-ray luminosity of galaxies hosting AGN in the SCUBA-2 Cosmology Legacy Survey,Coevolution,MNRAS,1904.07880,10.1093/mnras/stz1093,https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.4320R
2481,Raouf2019MNRAS.486.1509R,"Raouf, Mojtaba and Silk, Joseph and Shabala, Stanislav S. and Mamon, Gary A. and Croton, Darren J. and Khosroshahi, Habib G. and Beckmann, Ricarda S.",2019,Feedback by supermassive black holes in galaxy evolution: impacts of accretion and outflows on the star formation rate,Coevolution,MNRAS,1903.11151,10.1093/mnras/stz907,https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.1509R
2482,Reines2015ApJ...813...82R,"Reines, Amy E. and Volonteri, Marta",2015,Relations between Central Black Hole Mass and Total Galaxy Stellar Mass in the Local Universe,Coevolution,ApJ,1508.06274,10.1088/0004-637X/813/2/82,https://ui.adsabs.harvard.edu/abs/2015ApJ...813...82R
2483,Riffel2022MNRAS.512.3906R,"Riffel, Rog\'erio and Dahmer-Hahn, Luis G. and Riffel, Rogemar A. and Storchi-Bergmann, Thaisa and Dametto, Natacha Z. and Davies, Richard and Burtscher, Leonard and Bianchin, Marina and Ruschel-Dutra, Daniel and Ricci, Claudio and Rosario, David J.",2022,Gemini NIFS survey of feeding and feedback processes in nearby active galaxies - VI. Stellar populations,"AGN, Coevolution",MNRAS,2203.07484,10.1093/mnras/stac740,https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.3906R
2484,Rosario2012A&A...545A..45R,"Rosario, D.~J. and Santini, P. and Lutz, D. and Shao, L. and Maiolino, R. and Alexander, D.~M. and Altieri, B. and Andreani, P. and Aussel, H. and Bauer, F.~E. and Berta, S. and Bongiovanni, A. and Brandt, W.~N. and Brusa, M. and Cepa, J. and Cimatti, A. and Cox, T.~J. and Daddi, E. and Elbaz, D. and Fontana, A. and F\""orster Schreiber, N.~M. and Genzel, R. and Grazian, A. and Le Floch, E. and Magnelli, B. and Mainieri, V. and Netzer, H. and Nordon, R. and P\'erez Garcia, I. and Poglitsch, A. and Popesso, P. and Pozzi, F. and Riguccini, L. and Rodighiero, G. and Salvato, M. and Sanchez-Portal, M. and Sturm, E. and Tacconi, L.~J. and Valtchanov, I. and Wuyts, S.",2012,The mean star formation rate of X-ray selected active galaxies and its evolution from z \raisebox-0.5ex\textasciitilde 2.5: results from PEP-Herschel,Coevolution,A\&A,1203.6069,10.1051/0004-6361/201219258,https://ui.adsabs.harvard.edu/abs/2012A&A...545A..45R
2485,Sahu2022ApJ...927...67S,"Sahu, Nandini and Graham, Alister W. and Davis, Benjamin L.",2022,The (Black Hole Mass)-(Spheroid Stellar Density) Relations: M $_BH$-\ensuremath\mu (and M $_BH$-\ensuremath\Sigma) and M $_BH$-\ensuremath\rho,Coevolution,ApJ,2110.05037,10.3847/1538-4357/ac4251,https://ui.adsabs.harvard.edu/abs/2022ApJ...927...67S
2486,Salvestrini2022arXiv220315825S,"Salvestrini, F. and Gruppioni, C. and Hatziminaoglou, E. and Pozzi, F. and Vignali, C. and Casasola, V. and Paladino, R. and Aalto, S. and Andreani, P. and Marchesi, S. and Stanke, T.",2022,The molecular gas properties in local Seyfert 2 galaxies,"AGN, Coevolution",arXiv e-prints,2203.15825,,https://ui.adsabs.harvard.edu/abs/2022arXiv220315825S
2487,Santoro2020A&A...644A..54S,"Santoro, F. and Tadhunter, C. and Baron, D. and Morganti, R. and Holt, J.",2020,AGN-driven outflows and the AGN feedback efficiency in young radio galaxies,"outflows, AGN, Coevolution",A\&A,2009.11175,10.1051/0004-6361/202039077,https://ui.adsabs.harvard.edu/abs/2020A&A...644A..54S
2488,Scholtz2021MNRAS.505.5469S,"Scholtz, J. and Harrison, C.~M. and Rosario, D.~J. and Alexander, D.~M. and Knudsen, K.~K. and Stanley, F. and Chen, Chian-Chou and Kakkad, D. and Mainieri, V. and Mullaney, J.",2021,The impact of ionized outflows from z 2.5 quasars is not through instantaneous in situ quenching: the evidence from ALMA and VLT/SINFONI,"Bristol-current-topics-coevolu, outflows, AGN, Coevolution",MNRAS,2106.05277,10.1093/mnras/stab1631,https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.5469S
2489,Schutte2019ApJ...887..245S,"Schutte, Zachary and Reines, Amy E. and Greene, Jenny E.",2019,The Black Hole-Bulge Mass Relation Including Dwarf Galaxies Hosting Active Galactic Nuclei,"AGN, Black-Holes, Coevolution",ApJ,1908.00020,10.3847/1538-4357/ab35dd,https://ui.adsabs.harvard.edu/abs/2019ApJ...887..245S
2490,Schwarzschild1979ApJ...232..236S,"Schwarzschild, M.",1979,A numerical model for a triaxial stellar system in dynamical equilibrium.,Coevolution,ApJ,,10.1086/157282,https://ui.adsabs.harvard.edu/abs/1979ApJ...232..236S
2491,Scoggins2022arXiv220509611S,"Scoggins, Matthew T. and Haiman, Zolt\'an and Wise, John H.",2022,How long do high-redshift massive black hole seeds remain outliers in black hole vs. host galaxy relations?,Coevolution,arXiv e-prints,2205.09611,,https://ui.adsabs.harvard.edu/abs/2022arXiv220509611S
2492,Sellwood1993RPPh...56..173S,"Sellwood, J.~A. and Wilkinson, A.",1993,Dynamics of barred galaxies,Coevolution,Reports on Progress in Physics,astro-ph/0608665,10.1088/0034-4885/56/2/001,https://ui.adsabs.harvard.edu/abs/1993RPPh...56..173S
2493,Seth2014Natur.513..398S,"Seth, Anil C. and van den Bosch, Remco and Mieske, Steffen and Baumgardt, Holger and Brok, Mark Den and Strader, Jay and Neumayer, Nadine and Chilingarian, Igor and Hilker, Michael and McDermid, Richard and Spitler, Lee and Brodie, Jean and Frank, Matthias J. and Walsh, Jonelle L.",2014,A supermassive black hole in an ultra-compact dwarf galaxy,Coevolution,Nature,1409.4769,10.1038/nature13762,https://ui.adsabs.harvard.edu/abs/2014Natur.513..398S
2494,Setoguchi2021ApJ...909..188S,"Setoguchi, Kenta and Ueda, Yoshihiro and Toba, Yoshiki and Akiyama, Masayuki",2021,Black Hole and Galaxy Coevolution in Moderately Luminous Active Galactic Nuclei at z \ensuremath\sim 1.4 in SXDF,"AGN, Coevolution",ApJ,2101.11273,10.3847/1538-4357/abdf55,https://ui.adsabs.harvard.edu/abs/2021ApJ...909..188S
2495,Shangguan2020ApJ...899..112S,"Shangguan, Jinyi and Ho, Luis C. and Bauer, Franz E. and Wang, Ran and Treister, Ezequiel",2020,AGN Feedback and Star Formation of Quasar Host Galaxies: Insights from the Molecular Gas,Coevolution,ApJ,2007.11286,10.3847/1538-4357/aba8a1,https://ui.adsabs.harvard.edu/abs/2020ApJ...899..112S
2496,Shen2020MNRAS.494.5374S,"Shen, Lu and Lemaux, Brian C. and Lubin, Lori M. and McKean, John and Miller, Neal A. and Pelliccia, Debora and Fassnacht, Christopher D. and Tomczak, Adam and Wu, Po-Feng and Kocevski, Dale and Gal, Roy and Hung, Denise and Squires, Gordon",2020,The properties of radio and mid-infrared detected galaxies and the effect of environment on the co-evolution of AGN and star formation at z \ensuremath\sim 1,Coevolution,MNRAS,1911.00024,10.1093/mnras/staa1005,https://ui.adsabs.harvard.edu/abs/2020MNRAS.494.5374S
2497,Silk1998A&A...331L...1S,"Silk, Joseph and Rees, Martin J.",1998,Quasars and galaxy formation,"Bristol-current-topics-coevolu, ERF-2021, outflows, Coevolution",A\&A,astro-ph/9801013,,https://ui.adsabs.harvard.edu/abs/1998A&A...331L...1S
2498,Silverman2009ApJ...696..396S,"Silverman, J.~D. and Lamareille, F. and Maier, C. and Lilly, S.~J. and Mainieri, V. and Brusa, M. and Cappelluti, N. and Hasinger, G. and Zamorani, G. and Scodeggio, M. and Bolzonella, M. and Contini, T. and Carollo, C.~M. and Jahnke, K. and Kneib, J. -P. and Le F\`evre, O. and Merloni, A. and Bardelli, S. and Bongiorno, A. and Brunner, H. and Caputi, K. and Civano, F. and Comastri, A. and Coppa, G. and Cucciati, O. and de la Torre, S. and de Ravel, L. and Elvis, M. and Finoguenov, A. and Fiore, F. and Franzetti, P. and Garilli, B. and Gilli, R. and Iovino, A. and Kampczyk, P. and Knobel, C. and Kova\vc, K. and Le Borgne, J. -F. and Le Brun, V. and Mignoli, M. and Pello, R. and Peng, Y. and Perez Montero, E. and Ricciardelli, E. and Tanaka, M. and Tasca, L. and Tresse, L. and Vergani, D. and Vignali, C. and Zucca, E. and Bottini, D. and Cappi, A. and Cassata, P. and Fumana, M. and Griffiths, R. and Kartaltepe, J. and Koekemoer, A. and Marinoni, C. and McCracken, H.~J. and Memeo, P. and Meneux, B. and Oesch, P. and Porciani, C. and Salvato, M.",2009,Ongoing and Co-Evolving Star Formation in zCOSMOS Galaxies Hosting Active Galactic Nuclei,"2.Identification, Coevolution",ApJ,0810.3653,10.1088/0004-637X/696/1/396,https://ui.adsabs.harvard.edu/abs/2009ApJ...696..396S
2499,Silverman2008ApJ...675.1025S,"Silverman, J.~D. and Mainieri, V. and Lehmer, B.~D. and Alexander, D.~M. and Bauer, F.~E. and Bergeron, J. and Brandt, W.~N. and Gilli, R. and Hasinger, G. and Schneider, D.~P. and Tozzi, P. and Vignali, C. and Koekemoer, A.~M. and Miyaji, T. and Popesso, P. and Rosati, P. and Szokoly, G.",2008,The Evolution of AGN Host Galaxies: From Blue to Red and the Influence of Large-Scale Structures,"AGN, Coevolution",ApJ,0709.3455,10.1086/527283,https://ui.adsabs.harvard.edu/abs/2008ApJ...675.1025S
2500,Silverman2022arXiv220411948S,"Silverman, John and Li, Junyao and Ding, Xuheng",2022,Inferences on relations between distant supermassive black holes and their hosts complemented by the galaxy fundamental plane,"AGN, Coevolution",arXiv e-prints,2204.11948,,https://ui.adsabs.harvard.edu/abs/2022arXiv220411948S
2501,Silverman2019ApJ...887L...5S,"Silverman, John D. and Treu, Tommaso and Ding, Xuheng and Jahnke, Knud and Bennert, Vardha N. and Birrer, Simon and Schramm, Malte and Schulze, Andreas and Kartaltepe, Jeyhan S. and Sanders, David B. and Cen, Renyue",2019,Where Do Quasar Hosts Lie with Respect to the Size-Mass Relation of Galaxies?,Coevolution,ApJ,1910.14242,10.3847/2041-8213/ab5851,https://ui.adsabs.harvard.edu/abs/2019ApJ...887L...5S
2502,Singha2022A&A...659A.123S,"Singha, M. and Husemann, B. and Urrutia, T. and O'Dea, C.~P. and Scharw\""achter, J. and Gaspari, M. and Combes, F. and Nevin, R. and Terrazas, B.~A. and P\'erez-Torres, M. and Rose, T. and Davis, T.~A. and Tremblay, G.~R. and Neumann, J. and Smirnova-Pinchukova, I. and Baum, S.~A.",2022,The Close AGN Reference Survey (CARS). Locating the [O III] wing component in luminous local Type 1 AGN,Coevolution,A\&A,2111.10418,10.1051/0004-6361/202040122,https://ui.adsabs.harvard.edu/abs/2022A&A...659A.123S
2503,Smirnova-Pinchukova2022A&A...659A.125S,"Smirnova-Pinchukova, I. and Husemann, B. and Davis, T.~A. and Smith, C.~M.~A. and Singha, M. and Tremblay, G.~R. and Klessen, R.~S. and Powell, M. and Connor, T. and Baum, S.~A. and Combes, F. and Croom, S.~M. and Gaspari, M. and Neumann, J. and O'Dea, C.~P. and P\'erez-Torres, M. and Rosario, D.~J. and Rose, T. and Scharw\""achter, J. and Winkel, N.",2022,"The Close AGN Reference Survey (CARS). No obvious signature of AGN feedback on star formation, but subtle trends",Coevolution,A\&A,2111.10419,10.1051/0004-6361/202142011,https://ui.adsabs.harvard.edu/abs/2022A&A...659A.125S
2504,Smith2021MNRAS.500.1933S,"Smith, Mark D. and Bureau, Martin and Davis, Timothy A. and Cappellari, Michele and Liu, Lijie and Onishi, Kyoko and Iguchi, Satoru and North, Eve V. and Sarzi, Marc",2021,WISDOM project - VI. Exploring the relation between supermassive black hole mass and galaxy rotation with molecular gas,Coevolution,MNRAS,2010.08565,10.1093/mnras/staa3274,https://ui.adsabs.harvard.edu/abs/2021MNRAS.500.1933S
2505,Son2022JKAS...55...37S,"Son, Suyeon and Kim, Minjin and Barth, Aaron J. and Ho, Luis C.",2022,Relation between Black Hole Mass and Bulge Luminosity in Hard X-Ray Selected Type 1 AGNs,"scaling-relations, AGN, Coevolution",Journal of Korean Astronomical Society,2204.07460,10.5303/JKAS.2022.55.2.37,https://ui.adsabs.harvard.edu/abs/2022JKAS...55...37S
2506,Sruthi2021MNRAS.500.1343S,"Sruthi, K. and Ravikumar, C.~D.",2021,Study of central intensity ratio of early-type galaxies from low-density environment,Coevolution,MNRAS,2010.12208,10.1093/mnras/staa3334,https://ui.adsabs.harvard.edu/abs/2021MNRAS.500.1343S
2507,Stacey2021MNRAS.500.3667S,"Stacey, H.~R. and McKean, J.~P. and Powell, D.~M. and Vegetti, S. and Rizzo, F. and Spingola, C. and Auger, M.~W. and Ivison, R.~J. and van der Werf, P.~P.",2021,The rocky road to quiescence: compaction and quenching of quasar host galaxies at z \ensuremath\sim 2,Coevolution,MNRAS,2009.01277,10.1093/mnras/staa3433,https://ui.adsabs.harvard.edu/abs/2021MNRAS.500.3667S
2508,Stemo2020ApJ...888...78S,"Stemo, Aaron and Comerford, Julia M. and Barrows, R. Scott and Stern, Daniel and Assef, Roberto J. and Griffith, Roger L.",2020,A Catalog of AGN Host Galaxies Observed with HST/ACS: Correlations between Star Formation and AGN Activity,Coevolution,ApJ,1911.07864,10.3847/1538-4357/ab5f66,https://ui.adsabs.harvard.edu/abs/2020ApJ...888...78S
2509,Suh2019ApJ...872..168S,"Suh, Hyewon and Civano, Francesca and Hasinger, G\""unther and Lusso, Elisabeta and Marchesi, Stefano and Schulze, Andreas and Onodera, Masato and Rosario, David J. and Sanders, David B.",2019,Multi-wavelength Properties of Type 1 and Type 2 AGN Host Galaxies in the Chandra-COSMOS Legacy Survey,"NIR-AGN, Coevolution",ApJ,1902.03244,10.3847/1538-4357/ab01fb,https://ui.adsabs.harvard.edu/abs/2019ApJ...872..168S
2510,Suh2020ApJ...889...32S,"Suh, Hyewon and Civano, Francesca and Trakhtenbrot, Benny and Shankar, Francesco and Hasinger, G\""unther and Sanders, David B. and Allevato, Viola",2020,No Significant Evolution of Relations between Black Hole Mass and Galaxy Total Stellar Mass Up to z \ensuremath\sim 2.5,Coevolution,ApJ,1912.02824,10.3847/1538-4357/ab5f5f,https://ui.adsabs.harvard.edu/abs/2020ApJ...889...32S
2511,Symeonidis2019MNRAS.485L..11S,"Symeonidis, M. and Page, M.~J.",2019,What determines the shape of the local (z < 0.1) infrared galaxy luminosity function?,Coevolution,MNRAS,1902.04872,10.1093/mnrasl/slz022,https://ui.adsabs.harvard.edu/abs/2019MNRAS.485L..11S
